Date,Site,Feeder,RFID,ColorBands,SilverBands,Sex,WingLength,Mass,BID,Maturity
1/27/2017,L,F3L,0700EE16E7,GREYPT;O/Grey,,,69,,,
1/27/2017,L,F3L,0700EDD1FB,O/B;BLUEPT,,F,68,,L817,
1/27/2017,L,F3L,0700EE1199,O/LB;BLUEPT,,M,68.5,,L717,
1/27/2017,L,F3L,0700ED8FCF,O/G;BLUEPT,,M,69,,,
1/27/2017,L,F3L,0700ED987E,O/W;BLUEPT,,,72,,,
1/27/2017,L,F8L,0700EDED17,O/Y;BLUEPT,,F,66,,,
1/27/2017,L,F8L,0700EDADBD,O/Black;BLUEPT,,F,64,,,
1/27/2017,L,F3L,0700EDC823,O/Grey;BLUEPT,,,72,,,
1/27/2017,L,F3L,0700EDCFBE,O/B;BLACKPT,,F,71,,L699; L878,
1/27/2017,L,F8L,0700ED941D,O/LB;BLACKPT,,,72,,,
1/27/2017,L,F8L,0700EDD5D2,BLUEPT;S2740-25617/B,2740-25617,,68,,,juv
1/27/2017,L,F8L,0700ED9FF7,O/G;BLACKPT,,,68,,,
1/27/2017,L,F8L,0700EDBE83,O/W;BLACKPT,,,68,,,
1/27/2017,L,F8L,0700EDE789,O/Y;BLACKPT,,,69,,,
1/27/2017,L,F8L,0700ED9457,S2740-25848;GREENPT,2740-25848,F,66,,,juv
1/27/2017,L,F8L,0700EE1498,O/Black;BLACKPT,,F,67,,,
1/27/2017,L,F8L,0700EE2A0C,O/Grey;BLACKPT,,F,67,,,
1/27/2017,L,F8L,0700EDB90F,O/B;YPT,,,71,,,
1/27/2017,L,F8L,0700EDA7DF,BLUEPT;S2740-25585/Grey,2740-25585,F,66,,L753,juv
1/27/2017,L,F8L,0700ED8B89,O/LB;YPT,,,70,,,
1/27/2017,L,F3L,0700EDF74B,O/G;YPT,,M,71.5,,L687,
1/30/2017,L,F8L,0700ED875A,O/W;YPT,,,69,,,
1/30/2017,L,F8L,0700EE3769,O/Y;YPT,,,70,,,
1/30/2017,L,F3L,0700ED8F33,O/Black;YPT,,,71,,,
2/24/2017,L,F3L,0700EE3513,O/Grey;YPT,,F,67,10.92 (not @ TOIC),L739,
2/24/2017,L,F3L,0700EE3DBD,O/B;GREYPT,,F,66.5,,,
2/24/2017,L,F3L,0700EDDD80,O/LB;GREYPT,,M,72,,L776,
2/24/2017,L,F3L,0700EDB814,O/G;GREYPT,,,72,,,
2/24/2017,L,F3L,0700EE167B,O/W;GREYPT,,M,73,,,
2/24/2017,L,F3L,0700ED8ABC,O/Y;GREYPT,,M,73,,L842,
2/24/2017,L,F3L,0700ED8D09,O/Black;GREYPT,,,68,,,
2/24/2017,L,F3L,0700ED8AD1,O/Grey;GREYPT,,F,64,,,
2/24/2017,L,F3L,0700EE41BD,BLUEPT;W/B,,M,73,,,
2/24/2017,L,F3L,0700EE009C,BLUEPT;W/LB,,F,71,,L686,
2/24/2017,L,F3L,0700EE358E,BLUEPT;W/G,,F,66,,,
2/24/2017,L,F3L,0700EE28A0,BLUEPT;W/O,,,68,,,
2/24/2017,L,F3L,0700EE2F22,BLUEPT;W/Y,,F,66,,,
2/24/2017,L,F3L,0700EE4486,BLUEPT;W/Black,,,71,,,
2/24/2017,L,F3L,0700EE3FCF,BLUEPT;W/Grey,,,68,,,
2/24/2017,L,F3L,0700EDF3E1,BLACKPT;W/B,,,68,,,
2/24/2017,L,F3L,030001C291,BLACKPT;W/LB,,,68,,,
2/24/2017,L,F3L,0700EDE83C,BLACKPT;W/G,,,68.5,,,
2/24/2017,L,F3L,0700EE4247,BLACKPT;W/O,,F,67,,,
2/24/2017,L,F3L,0700EDD1AC,BLACKPT;W/Y,,,68,,,
2/24/2017,L,F3L,0700EDF2C1,BLACKPT;W/Black,,F,67,,L718; L781,
2/24/2017,L,F3L,0700EDEF7F,BLACKPT;W/Grey,,F,67,,,
2/24/2017,L,F3L,0700EDDCBB,YPT;W/B,,F,65,,L688,
2/24/2017,L,F8L,0700EE1A36,YPT;W/LB,,,72,,,
2/24/2017,L,F8L,0700EE0244,YPT;W/G,,F,67,,,
2/24/2017,L,F8L,0700ED8728,YPT;W/O,,M,73,,,
2/24/2017,L,F8L,0700ED9D6D,BLUEPT;G/S2740-25674,2740-25674,,69,,,juv
2/24/2017,L,F8L,0700EE2C92,YPT;W/Y,,F,67,,,
2/24/2017,L,F8L,0700EDBAE2,YPT;W/Black,,,69,,,
2/24/2017,L,F8L,0700EE0DF6,YPT;W/Grey,,M,69,,,
2/24/2017,L,F8L,0700EE170F,GREYPT;W/B,,,68,,,
2/24/2017,L,F8L,0700EDAFF2,GREYPT;W/LB,,,69.5,,,
2/24/2017,L,F8L,0700EE4105,GREYPT;W/G,,,71,,,
2/24/2017,L,F8L,0700EE2B72,GREYPT;W/O,,F,66,,,
2/24/2017,L,F8L,0700EDD7A1,GREYPT;W/Y,,,68,,,
2/24/2017,L,F8L,0700ED902B,GREYPT;W/Black,,,68.5,,,
2/24/2017,L,F8L,0700EDEEC9,GREYPT;W/Grey,,,70,,,
2/24/2017,L,F8L,0700EDE8B8,W/B;BLUEPT,,,69.5,,,
2/24/2017,L,F8L,0700EDC59A,W/LB;BLUEPT,,,68.5,,,
2/24/2017,L,F8L,0700EDD4B1,W/G;BLUEPT,,F,66,,,
2/24/2017,L,F8L,0700ED9191,W/O;BLUEPT,,F,67,,,
2/24/2017,L,F8L,0700ED8952,W/Y;BLUEPT,,,71.5,,,
2/24/2017,L,F8L,0700EE1DB1,W/Black;BLUEPT,,F,67,,,
2/24/2017,L,F8L,0700EDE577,BLUEPT;LB/S2170-30231,2170-30231,,71.5,,,
2/24/2017,L,F8L,0700EDF0AC,W/Grey;BLUEPT,,M,72,,L719,
2/24/2107,L,F8L,0700EDC236,W/B;BLACKPT,,M,73,,,
2/24/2017,L,F8L,030001A6D3,W/LB;BLACKPT,,,70,,,
2/24/2017,L,F8L,0700EE400E,W/G;BLACKPT,,M,75,,,
2/24/2017,L,F8L,0700EE0930,W/O;BLACKPT,,,72,,,
2/24/2017,L,F8L,0700EDE0FB,W/Y;BLACKPT,,F,67,,,
2/24/2017,L,F8L,0700EDD133,W/Black;BLACKPT,,F,66,,,
2/24/2017,L,F8L,0700EDB934,W/Grey;BLACKPT,,M,73,,,
3/1/2017,L,F3L,0700EDE7CE,W/B;YPT,,F,67,,,
3/1/2017,L,F3L,0700EDAC2D,W/LB;YPT,,,69.5,,,
3/1/2017,L,F3L,0700ED89CE,W/G;YPT,,M,70,,L705,
3/1/2017,L,F3L,0700EDBDB7,YPT;LB/S2740-25528,2740-25528,,70,,,juv
3/1/2017,L,F3L,011017A580,WPT;S2740-25580/B,2740-25580,,70.5,,,juv
3/1/2017,L,F3L,0700EDBA06,W/O;YPT,,,72,,,
3/1/2017,L,F3L,0700EE2618,W/Y;YPT,,,70,,,
3/1/2017,L,F3L,0700EDF2D8,YPT;LB/B,,,68.5,,,
3/1/2017,L,F3L,0700EDC0C5,YPT;LB/G,,M,,,L678,
3/1/2017,L,F3L,0700EE206A,YPT;LB/Y,,,69.5,,,
3/1/2017,L,F3L,0700EDD530,YPT;LB/W,,,70.5,,,
6/3/2017,L,BOX 4 L,0700ED8AE7,W/B;GREYPT,,M,70.5,,L679,adult
6/3/2017,L,BOX 22-3 L,0700EDCE52,W/LB;GREYPT,,F,70,,L680,adult
6/3/2017,L,BOX 22-3 L,0700ED969A,W/G;GREYPT,,M,70,,L681,adult
6/3/2017,L,BOX 22-2 L,0700EDA997,W/O;GREYPT,,M,73,,L683,adult
6/3/2017,L,BOX 62-1 L,0700EE3C99,W/Y;GREYPT,,F,67,,L685,adult
6/13/2017,L,BOX 65 L,0700EE4308,BPT;B/S2720-43481,2720-43481,M,71,,SHL_157; L689,adult
6/13/2017,L,BOX 45 L,0700EE3C64,W/Black;GREYPT,,F,68,,L690,adult
6/19/2017,L,BOX 39-3 L,0700EE34AD,W/Grey;GREYPT,,M,68,,L691,adult
6/19/2017,L,BOX 56 L,0700EDB08A,BLUEPT;LB/B,,M,69,,L696,adult
6/19/2017,L,BOX 56 L,0300022078,BLUEPT;LB/G,,F,64,,L697,adult
6/20/2017,L,BOX 8 L,0700EE00D6,BLUEPT;LB/O,,M,72.5,,L698,adult
6/20/2017,L,BOX 10 L,0700EE1406,BLUEPT;LB/Y,,M,70,,L700,adult
6/20/2017,L,BOX 23-1 L,0700EDE71E,BLUEPT;LB/W,,F,65.5,,L702; L858,adult
6/20/2017,L,BOX 43-3 L,0700EE369E,BPT;Grey/S2740-25809,2740-25809,F,65,,L704; L757,adult
6/20/2017,L,BOX 47 L,0700EDF072,BLUEPT;LB/Black,,F,67,,L706,adult
6/20/2017,L,BOX 67-1 L,030001C22F,BLUEPT;LB/Grey,,M,70,,L707,adult
6/20/2017,L,BOX 67-1 L,0700ED98B4,BLACKPT;LB/B,,F,68.5,,L708,adult
6/20/2017,L,BOX 43-3 L,0700EE43BC,BLACKPT;S2720-43627/G,2720-43627,M,70,,L709,adult
6/22/2017,L,BOX 55-1 L,0700EE455A,BLACKPT;LB/O,,F,63,,L711,adult
6/22/2017,L,BOX 87A L,0700EE2372,BLACKPT;LB/Y,,M,70,,L712,adult
6/22/2017,L,BOX 87A L,0700ED8EFD,BLACKPT;LB/W,,F,66,,L713,adult
6/22/2017,L,BOX 94 L,0700EDAD20,BLACKPT;LB/Black,,M,70,,L714,adult
6/22/2017,L,BOX 96 L,0700ED90EB,BLACKPT;LB/Grey,,M,72,,L715,adult
6/22/2017,L,BOX 96 L,0700EE3D48,YPT;LB/Grey,,F,67,,L716,adult
6/23/2017,L,BOX 59 L,0700EE1CDF,GREYPT;LB/B,,F,66,,L720,adult
6/23/2017,L,BOX 68 L,0700EDDDAF,BLUEPT;S2740-25578/Black,2740-25578,F,66,,L721; L766,adult
6/23/2017,L,BOX 68 L,0700EDDA07,GREYPT;LB/G,,M,68,,L722; L765,adult
6/23/2017,L,BOX 53-1 L,0700EDF31D,GREYPT;LB/O,,F,65.5,,L723; L752,adult
6/23/2017,L,BOX 26 L,0700ED99B4,GREYPT;LB/Y,,F,66,,L724,adult
6/23/2017,L,BOX 83 L,0700ED88B3,GREYPT;LB/W,,M,71,,L725,adult
6/27/2017,L,BOX 65 L,0700EDB269,GREYPT;LB/Black,,F,65.5,,L727,adult
6/27/2017,L,BOX 84 L,0700EDF0A1,GREYPT;LB/Grey,,M,69,,L729,adult
6/29/2017,L,BOX 84-1 L,0700EDDCB3,LB/B;BLUEPT,,F,66,,L730,adult
6/29/2017,L,BOX 65 L,0700ED9885,LB/G;BLUEPT,,M,69,,L731,adult
7/2/2017,L,BOX 79 L,030002EB78,BPT;Black/S2740-25521,2740-25521,M,68.5,,L732,adult
7/2/2017,L,BOX 79 L,0700EDA87B,GREYPT;S2740-25613/W,2740-25613,F,66,,L733,adult
7/4/2017,L,BOX 69-1 L,0700ED89B7,LB/O;BLUEPT,,F,68,,L734,adult
7/6/2017,L,BOX 84-1 L,011017A296,W;WPT,,M,69,,L736,adult
7/19/2017,L,BOX 76 L RENEST,0700ED8F56,LB/Y;BLUEPT,,M,70,,L737,adult
8/23/2017,L,F4L,0700EE3464,GREYPT;S2820-13423/O,2820-13423,,70,11,L740,juv
8/23/2017,L,F4L,0700EDAA04,LB/W;BLUEPT,,M,71,11.48,L741,juv
8/23/2017,L,F4L,0700EE078D,LB/Black;BLUEPT,,M,71,11.35,L742,juv
8/23/2017,L,F4L,0700EDD533,GREYPT;S2740-25963/LB,2740-25963,,69,11.78,L743,juv
8/23/2017,L,F4L,0700EE1F98,LB/Grey;BLUEPT,,F,66.5,11.16,L744,juv
8/23/2017,L,F4L,0700EE44E2,LB/B;BLACKPT,,,72,12.03,L745,juv
8/23/2017,L,F5L,0700EE0731,LB/G;BLACKPT,,M,75,12.14,L746,juv
8/23/2017,L,F5L,0700EDC89F,LB/O;BLACKPT,,,68,10.84,L747,juv
8/23/2017,L,F4L,0700EDFEE5,GREYPT;S2820-13306/B,2820-13306,M,70,12.31,L750,juv
8/23/2017,L,F5L,0700EE3CB7,GREYPT;S2740-25719/Grey,2740-25719,M,72,12.13,L751,adult
8/25/2017,L,F7L,0700EDB5B8,GREYPT;Y/S2820-13173,2820-13173,,70,11.68,L754,juv
8/25/2017,L,F7L,0700EE41CF,LB/Y;BLACKPT,,M,71,12.78,L755,
8/25/2017,L,F7L,0700EDF80E,LB/W;BLACKPT,,F,67,11.25,L756,juv
8/30/2017,L,F9L,0700EE39D0,GREYPT;S2820-13206/Black,2820-13206,F,65.5,10.84,L758,juv
8/30/2017,L,F9L,0700EDEA4C,GREYPT;LB/S2820-13291,2820-13291,F,65,10.5,L759,juv
8/30/2017,L,F9L,0700EE38DF,GREYPT;Grey/S2820-13167,2820-13167,M,70,11.71,L760,juv
8/30/2017,L,F9L,0700ED97C0,BLACKPT;S2820-13123/Y,2820-13123,,69,11.85,L761,juv
8/30/2017,L,F8L,0700EDE0C0,BLACKPT;S2820-13311/O,2820-13311,F,67,10.2,L762; L859,juv
8/30/2017,L,F8L,0700EDA62A,LB/Black;BLACKPT,,M,70,12.8,L763,
8/30/2017,L,F9L,0700EE2C4F,LB/Grey;BLACKPT,,M,72,12.2,L764,
9/6/2017,L,F1L,0700EE4012,BLACKPT;S2820-13317/LB,2820-13317,F,65.5,10.7,L768,juv
11/22/2017,L,F6L,0700ED8EC8,LB/B;YPT,,,68,,L769,
11/22/2017,L,F6L,0700EDAC66,LB/G;YPT,,,69,,L770,
11/22/2017,L,F6L,0700ED920A,LB/O;YPT,,,67.5,,L771,
11/22/2017,L,F6L,0700EDA5B6,LB/Y;YPT,,,70,,L772,
11/22/2017,L,F1L,0700EDD092,LB/W;YPT,,,68,,L774,
11/22/2017,L,F1L,0700EE184C,LB/Black;YPT,,F,65,,L775,
11/22/2017,L,F5L,0700EE394B,LB/Grey;YPT,,,69,,L778,juv
11/22/2017,L,F5L,0700EDCA3E,LB/B;GREYPT,,,68.5,,L779,juv
11/22/2017,L,F5L,0700EDC70B,LB/G;GREYPT,,M,72,,L780,juv
12/1/2017,L,F9L,0700EE1F4A,LB/O;GREYPT,,M,70.5,,L782,adult
12/1/2017,L,F1L,0700EDA3E9,LB/Y;GREYPT,,,68,,L783,juv
12/1/2017,L,F5L,0700ED8EF0,LB/W;GREYPT,,,70,,L784,juv
12/1/2017,L,F5L,0700ED8938,LB/Black;GREYPT,,M,73,,L785,juv
12/8/2017,L,F6L,0700EDF25C,LB/Grey;GREYPT,,,67.5,,L786,juv
12/8/2017,L,F6L,030002682E,BLUEPT;Black/G,,,72,,L787,juv
12/11/2017,L,F9L,0700EDE03F,BLUEPT;Black/B,,,71,,L788,juv
12/11/2017,L,F9L,0700EDF043,BLUEPT;Black/LB,,F,67,,L789,juv
12/11/2017,L,F7L,0700EDC09E,S2740-25985;YPT,2740-25985,,72,,L790,juv
12/15/2017,L,F5L,0700EE1C45,BLUEPT;Black/W,,,68,,L791,juv
1/7/2018,L,F6L,0700EDF8F4,BLACKPT;Black/B,,,70,,L797,juv
1/7/2018,L,F6L,0700EDE963,BLACKPT;Black/LB,,M,74,,L798,juv
1/7/2018,L,F6L,0700ED9496,BLACKPT;Black/W,,F,68,,L799,juv
1/7/2018,L,F6L,0700EDE24E,BLACKPT;Black/O,,F,66,,L800,juv
1/7/2018,L,F6L,0700EE2525,BLACKPT;Black/Y,,,72,,L801,
1/7/2018,L,F6L,0700EE4500,BLACKPT;Black/Grey,,M,73,,L802,juv
1/7/2018,L,F8L,0700EDAE4D,BLACKPT;S2820-13128/Blue,2820-13128,,71.5,,L795,juv
1/7/2018,L,F7L,0700EDD698,BLUEPT;Black/O,,M,69,,L792,juv
1/7/2018,L,F8L,0700EE0ED1,BLUEPT;Black/Y,,F,66.5,,L793,juv
1/7/2018,L,F8L,0700ED8BB7,BLUEPT;Black/Grey,,F,70,,L794; L848,juv
1/7/2018,L,F8L,0700EE3937,BLACKPT;Black/G,,M,72,,L796; L841,juv
4/13/2018,L,F3L,0700EDD973,YPT;Black/G,,M,71,,L803,juv
4/13/2018,L,F3L,0700EE29BB,YPT;Black/B,,,71,,L804,juv
4/13/2018,L,F3L,0700EDACC8,YPT;Black/LB,,,69,,L805,
4/13/2018,L,F3L,0700EDE28D,YPT;Black/W,,M,73,,L806,
4/13/2018,L,F3L,0700EDFD5D,BLACKPT;S2820-13166/GREY,2820-13166,F,68,,L807; L843,juv
4/13/2018,L,F3L,0700ED85C7,YPT;Black/O,,M,72,,L808,juv
4/13/2018,L,F3L,0700EE4081,YPT;Black/Y,,F,68,,L809,
6/8/2018,L,BOX 32-1,0700EDE84B,YPT;Black/Grey,,F,65,,L810,adult
6/8/2018,L,BOX 32-1,0700EE38F7,BLACKPT;S2740-25520/Black,2740-25520,M,71,,L811,adult
6/8/2018,L,Box 40,0700EE35D4,GREYPT;Black/G,,F,69,,L812,adult
6/8/2018,L,Box 40,0700EE023F,GREYPT;Black/B,,M,72,,L813,adult
6/12/2018,L,BOX 51 L,0700EE378F,GREYPT;Black/LB,,F,67.5,,L818; L893,adult
6/12/2018,L,BOX 78 L,0700EE01A3,GREYPT;Black/W,,F,65.5,,L819,adult
6/12/2018,L,BOX 78 L,0700EDA00F,GREYPT;Black/O,,M,72,,L820,adult
6/14/2018,L,BOX 76 L ,0700EE0441,GREYPT;Black/Y,,M,72,,L821,adult
6/14/2018,L,BOX 80 L,0700EE133E,GREYPT;Black/Grey,,M,72,,L822,adult
6/14/2018,L,BOX 80 L,0700EE120A,Black/G;BLUEPT,,F,65,,L823,adult
6/14/2018,L,BOX 37-1 L,0700EE197F,Black/B;BLUEPT,,F,64.5,,L824,adult
6/15/2018,L,BOX 30-7 L,0700EDF318,Black/LB;BLUEPT,,M,68.5,,L827,adult
6/15/2018,L,BOX 55-6 L,0700EDCC90,Black/W;BLUEPT,,F,65.5,,L828,adult
6/15/2018,L,BOX 67-1 L,0700EDE4F9,Black/O;BLUEPT,,M,71,,L829,adult
6/15/2018,L,BOX 76 L,0700EDF81A,Black/Y;BLUEPT,,F,66.5,,L830,adult
6/16/2018,L,BOX 53-1 L,0700ED8EAF,Black/Grey;BLUEPT,,F,67,,L831,adult
6/16/2018,L,BOX 92 L,0700EDB4A7,BLACKPT;G/S2740-25577,2740-25577,F,68,,L833,adult
6/16/2018,L,BOX 87 L,0700EE15DA,BLACKPT;LB/S2820-13272,2820-13272,F,64,,L834,adult
6/16/2018,L,BOX 87 L,0700EDBD83,Black/G;BLACKPT,,M,71.5,,L835,adult
6/16/2018,L,BOX 22-4 L,0700EDA42A,BLACKPT;O/S2820-13137,2820-13137,F,66,,L836,adult
6/18/2018,L,BOX 30 L,0700EDC742,Black/B;BLACKPT,,M,71,,L837,adult
6/18/2018,L,BOX 43-3 L,0700EE41FD,Black/LB;BLACKPT,,F,67,,L838,adult
6/18/2018,L,BOX 71 L,0700EE14A0,Black/W;BLACKPT,,M,70,,L839,adult
6/19/2018,L,BOX 41-3 L,0700EDCC34,Black/O;BLACKPT,,F,67,,L840,adult
6/20/2018,L,BOX 69-1 L,0700EDECE1,Black/Y;BLACKPT,,M,74,,L844,adult
6/20/2018,L,BOX 69-1 L,0700EDAAAB,Black/Grey;BLACKPT,,F,66,,L845,adult
6/20/2018,L,BOX 90A L,0700EDDB07,Black/G;YPT,,F,65,,L846,adult
6/20/2018,L,BOX 89 L,0700EE0B93,Black/B;YPT,,F,68,,L847,adult
6/20/2018,L,BOX 37-2 L,0700EE04FF,Black/LB;YPT,,F,67,,L849; L888,adult
6/22/2018,L,BOX 45 L,0700EDC805,Black/W;YPT,,F,68,,L850,adult
6/23/2018,L,BOX 67-3 L,0700ED9715,Black/O;YPT,,F,65,,L851,adult
6/25/2018,L,BOX 96 L,0700EDF0B4,Black/Y;YPT,,F,68,,L852,adult
7/20/2018,L,BOX 93 L,0700EDBE2D,Black/Grey;YPT,,M,70,,L853,adult
9/5/2018,L,F4L,011017A471,WPT;S2820-13758/Y,2820-13758,,71,,L854,juv
9/5/2018,L,F4L,0700EE064F,Black/G;GREYPT,,F,66.5,,L855,adult
9/5/2018,L,F5L,0700EDBA48,BLACKPT;B/S2820-13562,2820-13562,,70,,L856,juv
9/19/2018,L,F2L,0700EE2785,Black/B;GREYPT,,,71,,L857,juv
9/19/2018,L,F4L,0700EE1028,Black/LB;GREYPT,,,67.5,,L860,juv
10/17/2018,L,F4L,0700EDB8E5,Black/W;GREYPT,,M,69.5,,L861,adult
10/19/2018,L,F3L,0700EE316C,Black/O;GREYPT,,F,68,,L862,
10/19/2018,L,F1L,0700EDF6D7,Black/Y;GREYPT,,F,65.5,,L863,juv
10/19/2018,L,F1L,011017A588,WPT;S2820-13136/O,2820-13136,M,72,,L864,adult
10/19/2018,L,F1L,0700EE2A71,Black/Grey;GREYPT,,,69,,L865,juv
10/19/2018,L,F1L,0700EE199E,BLUEPT;Grey/Black,,F,70,,L866,juv
10/22/2018,L,F9L,0300028FB7,BLUEPT;Grey/W,,,68.5,,L867,juv
10/22/2018,L,F6L,01101799F1,WPT;S2820-13561/G,2820-13561,,68,,L868,juv
10/22/2018,L,F9L,0300020B16,BLUEPT;Grey/Y,,M,69,,L869,juv
3/15/2019,L,F8L,01101742F9,WPT;S2820-13524/Grey,2820-13524,F,66,,LF1168,juv
3/15/2019,L,F8L,01101714A5,WPT;S2820-13063/Black,2820-13063,M,70,,LF1048,juv
3/15/2019,L,F8L,0300030A60,BLUEPT;Grey/O,,M,70.5,,L913,
3/15/2019,L,F8L,030002477D,BLUEPT;Grey/B,,,70,,,juv
3/18/2019,L,F8L,0700EDBE68,BLUEPT;Grey/G,,,69,,,juv
3/18/2019,L,F8L,011017388B,WHITEPT;W/S2820-13649,2820-13649,M,70.5,,LF1261,juv
3/18/2019,L,F8L,0110170546,BLACKPT;Grey/Black,,F,66.5,,,juv
3/18/2019,L,F8L,0110172821,BLACKPT;Grey/W,,F,65,,L896,
3/24/2019,L,F8L,0700ED8D57,BLACKPT;Grey/Y,,M,72,,L914,juv
3/24/2019,L,F8L,0110170208,BLACKPT;Grey/O,,,69,,,adult
3/24/2019,L,F8L,0110170075,BLACKPT;Grey/B,,F,66.5,,L895,juv
3/24/2019,L,F8L,0700EE20E9,BLACKPT;Grey/LB,,,71,,,juv
3/29/2019,L,F8L,0700EE05C2,BLACKPT;Grey/G,,,69,,,
6/13/2019,L,BOX 22-2 L,0700EE0A0D,YPT;Grey/Black,,F,70,,L870,
6/13/2019,L,BOX 22-2 L,0700EDC593,YPT;Grey/W,,M,70,,L871,
6/14/2019,L,BOX 4 L,0700EE3F4B,GREYPT;Grey/Black,,F,69,,L877,
6/14/2019,L,BOX 39-1 L,0700EDE323,YPT;Grey/LB,,M,67,,L875,
6/14/2019,L,BOX 39-1 L,0700EDA01B,YPT;Grey/B,,F,66.5,,L874,
6/14/2019,L,BOX 51 L,0700EDA295,GREYPT;Grey/W,,F,70,,L880,
6/14/2019,L,BOX 29-3 L,0700ED87B8,GREYPT;Grey/O,,F,67,,L883,
6/14/2019,L,BOX 25-3 L,0700EDEC7C,GREYPT;Grey/B,,F,67,,L884,adult
6/14/2019,L,BOX 25-3 L,030002EBD8,BLACKPT;W/S2820-13034,2820-13034,M,70,,L885; LF1019 ,juv
6/14/2019,L,BOX 37-4 L,0700EDEAD5,YPT;Grey/Y,,F,68,,L872,juv
6/14/2019,L,BOX 37-4 L,0700EE4554,YPT;Grey/O,,M,69,,L873,
6/14/2019,L,BOX 93 L,0700EDDFBD,GREYPT;Grey/Y,,F,68,,L881,
6/15/2019,L,BOX 32-2 L,0700EDF704,GREYPT;Grey/LB,,F,66,,L886,
6/15/2019,L,BOX 42 L,01101748AB,WHITEPT;S2820-13165/LB,2820-13165,M,70,,L889; LF800,adult
6/15/2019,L,BOX 42 L,0110170FD3,WHITEPT;Y/S2820-13022,2820-13022,F,66,,L890; LF1007,juv
6/15/2019,L,BOX 43-1 L,0700EDEA7D,GREYPT;Grey/G,,M,71,,L891,
6/15/2019,L,BOX 43-3 L,0300038FED,Grey/Black;BLUEPT,,M,69,,L892,
6/15/2019,L,BOX 51-1 L,0700EDD2AF,Grey/W;BLUEPT,,M,67,,L894,
6/17/2019,L,BOX 81 L,0700EE38DB,Grey/Y;BLUEPT,,F,69.5,,L897,
6/17/2019,L,BOX 81 L,0700ED9AFA,Grey/O;BLUEPT,,M,74,,L898,
6/17/2019,L,BOX 90A L,0700EE0D4A,Grey/B;BLUEPT,,M,70,,L899,
6/17/2019,L,BOX 80 L,0700EDC2B6,Grey/LB;BLUEPT,,F,67,,L900,
6/17/2019,L,BOX 55-7 L,0700EDAE57,Grey/G;BLUEPT,,M,71,,L901,
6/18/2019,L,BOX 47-1 L,0700EE187D,Grey/Black;BLACKPT,,M,66,,L902,
6/19/2019,L,BOX 22-3 L,01101708F1,WHITEPT;G/S2820-13076,2820-13076,M,73.5,,L903; LF1061,juv
6/19/2019,L,BOX 49-1 L,011016FF71,WHITEPT;LB/S2820-13614,2820-13614,M,74.5,,L904; LF1234,
6/19/2019,L,BOX 86 L,0700EDAA44,Grey/W;BLACKPT,,F,69.5,,L905,juv
6/19/2019,L,BOX 86 L,0700EE165F,Grey/Y;BLACKPT,,M,72,,L906,juv
6/21/2019,L,BOX 65-1 L,0110171EC2,Grey/O;BLACKPT,,F,68.5,,L907,
6/22/2019,L,BOX 22-4 L,011016E48C,Grey/B;BLACKPT,,F,67.5,,L908,juv
6/22/2019,L,BOX 22-4 L,01101742EB,Grey/LB;BLACKPT,,M,72.5,,L909,juv
6/22/2019,L,BOX 87B L,0700EDF10F,Grey/G;BLACKPT,,M,72.5,,L910,adult
6/22/2019,L,BOX 67 L,011017055D,WHITEPT;B/S2820-13520,2820-13520,M,70,,L911; LF1164,juv
6/23/2019,L,BOX 16 L,0700EE2DCE,Grey/Black;YPT,,F,,,L912,
6/24/2019,L,BOX 71 L,0110170E08,WHITEPT;Grey/S2820-13113,2820-13113,M,72,,L915; LF748,adult
6/28/2019,L,BOX 67-2 L,0700EDE859,Grey/W;YPT,,F,69,,L916,
6/28/2019,L,F10L,0110173676,WHITEPT;Black/S2820-13277,2820-13277,M,72,,L918; LF913,adult
6/30/2019,L,BOX 22D L,0700ED9F6B,Grey/Y;YPT,,F,70,,L919,
6/30/2019,L,BOX 22D L,01101797BD,WHITEPT;O/S2740-25615,2740-25615,M,67,,L920; LF521,adult
6/30/2019,L,BOX 43-2 L,0700EDA312,Grey/O;YPT,,F,69,,L921,
6/30/2019,L,BOX 92 L,011016D578,GREENPT;S2820-13823/Y,2820-13823,M,67,,L922,
7/2/2019,L,BOX 92 L,011016E703,GREENPT;S2820-13657/O,2820-13657,F,65,,L923; LF1269,juv
8/16/2019,L,F1L,0700EE2678,Grey/B;YPT,,,66,,L924,adult
8/16/2019,L,F1L,011016CD90,GREENPT;S2540-01903/LB,2540-01903,,69,,L925,juv
8/16/2019,L,F1L,0700ED9F4C,Grey/LB;YPT,,,69,,L926,adult
8/16/2019,L,F3L,0700EDCDC7,Grey/G;YPT,,,70,,L927,juv
8/20/2019,L,F6L,0700EDDF62,Grey/Black;GREYPT,,,73,,L928,juv
8/20/2019,L,F5L,0700EDF09A,Grey/W;GREYPT,,,71,,L929,juv
8/20/2019,L,F5L,011016A4BD,GREENPT;S2820-13922/B,2820-13922,,70,,L930,juv
8/23/2019,L,F9L,011016BEBF,GREENPT;S2510-43247/Grey,2510-43247,,71,,L931,juv
8/23/2019,L,F8L,0700EE14C4,Grey/Y;GREYPT,,,70.5,,L932,juv
8/23/2019,L,F8L,01101737DE,GREENPT;S2850-50061/Black,2850-50061,,67.5,,L933,juv
8/23/2019,L,F8L,0700EDC93F,Grey/O;GREYPT,,,70,,L934,juv
