Site,RFID Date,ColorBands,SilverBands,RFIDold,RFIDnew,Mass,WingLength,BloodSample,Feeder,Sex,MaturityTOIC,KnownHistory,Notes,Recap from pre-2015,Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
H,6/28/2018,PurplePT;Y/R,,01101796CF,,,70,H785,BOX B28 H,M,adult,,,,,BOX B28 H,,,,N,,,,,N,,,,,,,,,,,,
H,7/3/2018,PurplePT;O/R,,0700ED9194,,,66,H786,BOX 31 H,F,adult,,Pics and feathers taken 2018,,,BOX 31 H,,,,Y,,,,,Y,,,,,,,,F4H 9/25; F1H 12/30,,,,
H,7/5/2018,PurplePT;Grey/R,,0700ED865D,,,68,H,BOX 35-1A H,F,adult,,,,,BOX 35-1A H,,,,N,,,,,N,,,,,,,,,,,,
H,8/27/2018,Grey/S2820-13799;GPT,2820-13799,01101798E7,0700EDEFD6,,69,H788,F3H,,juv,Nesting from Box 12H 2018,pics and feathers taken 2018,,,,,,,Y,,,,,Y,,,,,,,,F3H 8/27; F3H 1/28,,,,
H,8/31/2018,Blue/R;PurplePT,,0700EE411B,,,71,H789,F2H,,juv,,Pics and feathers taken 2018,,,,,,,Y,,,,,Y,,,,,,,,F2H 8/31,,,,
H,8/31/2018,Black/S2820-13636;WhitePT,2820-13636,0700ED0584,0110170CC0,,72,H790; H812,F2H,M,juv,Nestilng from Box 5-2H 2018,pics and feathers taken 2018,,BOX 41 H,,,,,N,,,,,N,,,,,,,,F2H 8/31,,,,
H,8/31/2018,Black/R;PurplePT,,0700ED92CC,,,68.5,H791,F2H,,,,Pics and feathers taken 2018,,,,,,,Y,,,,,Y,,,,,,,,F2H 8/31,,,,
H,8/31/2018,G/R;PurplePT,,0700EDE494,,,68.5,H792,F2H,,,,Pics and feathers taken 2018,,,,,,,N,,,,,N,,,,,,,,F2H 8/31,,,,
H,9/25/2018,Black/S2820-13861;GPT,2820-13861,011017A0B2,,,68,H794,F4H,,juv,Nestling from Box 33-2H 2018,"Pics and feathers taken 2018, feather taken 2019",,,,,,,Y,,,,,Y,,,,,,,"F4H 09/02, F4H 09/20",F3H 1/28,,,,
H,12/12/2018,LB/R;PurplePT,,0700EE36B9,,,71,H795,F1H,,juv,,Tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,,F1H 1/13,,,,
H,12/22/2018,Y/R;PurplePT,,0700EE29AB,,,70,,F1H,,juv,,no blood; tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,,F1H 1/13,,,,
H,12/22/2018,O/R;PurplePT,,0700EDDC12,,,66,,F1H,F,juv,,"no blood; tail feather collected 2018, tail collected 2019",,,,,,,Y,,,,,Y,,,,,,,F2H 09/23,F1H 1/11; F1H 1/25,,,,
H,12/22/2018,Grey/R;PurplePT,,0700EDB504,,,,,F1H,,juv,,no blood; tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,,F1H 1/13,,,,
H,12/22/2018,PurplePT;Blue/Black,,0700EDC782,,,67.5,,F1H,,juv,,no blood; tail feather collected 2018,,,,,,,N,,,,,N,,,,,,,,,,,,
H,12/22/2018,PurplePT;Blue/LB,,0700EDD683,,,68,,F1H,,juv,,no blood; tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,12/26/2018,PurplePT;Blue/G,,0700ED9486,,,70,,F3H,,juv,,no blood; tail feather collected 2018,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,12/26/2018,O/S2820-13801;GPT,2820-13801,0700EDFC00,,,68,HF851,F3H,,juv,Nestling from Box 12H 2018,Tail feather collected 2018 and 2019,,,,,,,Y,,,,,Y,,,,,,,F4H 09/20,,,,,
H,12/26/2018,PurplePT;Blue/Y,,01101798A1,,,68,,F3H,,juv,,no blood; tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,,F3H 1/25,,,,
H,12/26/2018,PurplePT;Blue/O,,0700EDDD27,,,69,,F1H,,juv,,no blood; tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,F2H 09/23,,,,,
H,12/30/2018,PurplePT;Blue/Grey,,0700EDCBB7,,,72,,F1H,,juv,,no blood; tail feather collected 2018,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,1/11/2019,Blue/Black;PurplePT,,011017A2FF,,,68,H807,F1H,F,juv,,no blood; tail feather collected 2019,,BOX 8A H,,,,,N,,,,,N,,,,,,,,,,,,
H,1/11/2019,Blue/LB;PurplePT,,011017A764,,,70,,F1H,,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
H,1/11/2019,Blue/G;PurplePT,,0700ED9ACB,,,67,,F3H,F,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,1/11/2019,Blue/Y;PurplePT,,0700EE43AE,,,69,,F1H,,juv,,"no blood; tail feather collected 2019, feather taken Fall 2019",,,,,,,Y,,,,,Y,,,,,,,F1H 09/23,F1H 03/13,,,,
H,1/25/2019,Blue/O;PurplePT,,0700EE242F,,,67,,F3H,F,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,1/25/2019,Blue/Grey;PurplePT,,011017A38D,,,72,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,1/25/2019,PurplePT;Black/Blue,,0700EDB804,,,71,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
H,1/25/2019,PurplePT;LB/Blue,,0700EDDC65,,,70.5,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,F3H 10/02,,,,,
H,1/25/2019,PurplePT;G/Blue,,011017A00E,,,71,,F1H,,juv,,"no blood; tail feather collected 2019, feather taken Fall 2019",,,,,,,Y,,,,,Y,,,,,,,F1H 09/23,,,,,
H,3/11/2019,PurplePT;Y/Blue,,011016CF2B,,,66.5,,F1H,F,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
H,3/11/2019,PurplePT;O/Blue,,01103F8CCB,,,68,,F1H,,juv,,no blood; tail feather collected 2019 and fall 2019,,,,,,,Y,,,,,Y,,,,,,,F2H 09/23,,,,,
H,3/11/2019,PurplePT;Grey/Blue,,01103F6B2D,,,70,,F1H,,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/11/2019,Black/Blue;PurplePT,,011016DAB0,,,68.5,,F3H,,,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/11/2019,LB/Blue;PurplePT,,01103F64A2,,,72,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/11/2019,G/Blue;PurplePT,,01103F78B9,,,70,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/11/2019,RedPT;Y/R,,0700ED99D6,,,74,,F1H,M,adult,,Old bird. Captured without PIT (NOTHING; Y/R) Possible PIT tag failure. ,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/13/2019,Y/Blue;PurplePT,,011016AA87,,,69.5,,F1H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,F2H 10/01,,,,,
H,3/13/2019,S2820-13751/Y;WhitePT,2820-13751,0110174484,,,65.5,HF815,F1H,F,juv,Nestling from Box 29A H 2018, tail feather collected 2019 and Fall 2019,,,,,,,N,,,,,Y,,,,,,,"F1H 09/23, F1 10/01",,,,,
H,3/13/2019,O/Blue;PurplePT,,011016E6F6,,,71,,F1H,,,,no blood; tail feather collected 2019 and fall 2019,,,,,,,Y,,,,,Y,,,,,,,F1H 09/23,,,,,
H,3/13/2019,Grey/Blue;PurplePT,,011016F8EA,,,63.5,,F1H,F,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
H,3/13/2019,PurplePT;G/LB,,011016BC93,,,69.5,,F1H,,juv,,no blood; tail feather collected 2019 and fall 2019,,,,,,,Y,,,,,Y,,,,,,,F2H 09/23,,,,,
H,3/13/2019,PurplePT;G/Black,,011016EC1F,,,72,,F1H,,juv,,no blood; tail feather collected 2019; odd bump/defect on bill,,,,,,,N,,,,,N,,,,,,,,,,,,
H,3/15/2019,S2820-13889/O;YPT,2820-13889,0110173587,,,71,HF935,F3H,,juv,Nestling from Box 28-2 H 2018,tail feather collected 2019,,,,,,,N,,,,,N,,,,,,,,,,,,
H,3/15/2019,S2820-13905/G;WhitePT,2820-13905,01101744BA,,,72,HF951,F3H,,juv,Nestling from Box 35-1A H 2018, tail feather collected 2019 and Fall 2019,,,,,,,Y,,,,,Y,,,,,,,"F4H 09/20, F4H 09/25, F4H 10/02",,,,,
H,3/15/2019,PurplePT;G/O,,011016E90A,,,73.5,,F3H,M,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/15/2019,G/Y;PurplePT,,011016D7B8,,,69.5,,F3H,,,,"no blood; tail feather collected 2019, feather taken Fall 2019",,,,,,,Y,,,,,Y,,,,,,,F4H 09/20,,,,,
H,3/18/2019,S2820-13814/LB;WhitePT,2820-13814,0110172798,,,70,HF864,F3H,,juv,Nestling from Box 1-1 H 2018,tail feather collected 2019 and fall 2019,,,,,,,N,,,,,N,,,,,,,F4H 10/02,,,,,
H,3/18/2019,PurplePT;G/Y,,011016DEED,,,70,,F1H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/18/2019,PurplePT;G/Grey,,01101700D6,,,66,,F1H,F,juv,,no blood; tail feather collected 2019 and Fall 2019,,,,,,,Y,,,,,N,,,,,,,"F1H 09/23, F1H 10/01",,,,,
H,3/22/2019,G/LB;PurplePT,,011016D8FB,,,69,,F3H,,juv,check for testing,no blood; tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/24/2019,G/Black;PurplePT,,011016A5C0,,,66.5,,F3H,F,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/24/2019,G/O;PurplePT,,011016AF74,,,,,F1H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/24/2019,G/Grey;PurplePT,,011016AE4D,,,66,,F1H,F,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,N,,,,,,,,,,,,
H,3/29/2019,PurplePT;LB/G,,011016D1FB,,,69,,F3H,,juv,,no blood: tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/29/2019,PurplePT;Black/G,,011016BF32,,,70.5,,F3H,,juv,,no blood: tail feather collected 2019 and feather taken fall 2019,,,,,,,Y,,,,,Y,,,,,,,F5H 09/23,,,,,
H,3/29/2019,PurplePT;O/G,,011016E240,,,70,,F3H,,juv,,no blood: tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/29/2019,PurplePT;Y/G,,011016B0B2,,,67,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/29/2019,PurplePT;Grey/G,,011016D09F,,,65,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/29/2019,LB/G;PurplePT,,011016BF54,,,68,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/29/2019,Black/G;PurplePT,,011016A6B4,,,67.5,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/29/2019,O/G;PurplePT,,01103F8935,,,67.5,,F3H,,juv,,no blood: tail feather collected 2019 and feather taken fall 2019,,,,,,,N,,,,,Y,,,,,,,F4H 09/25,,,,,
H,3/29/2019,Y/G;PurplePT,,011016D443,,,69.5,,F3H,,juv,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/29/2019,S2820-13829/B;WhitePT,2820-13829,0110173156,,,71,HF875,F3H,,juv,Nestling from Box 18A H 2018,no blood or feather,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/29/2019,S2820-13592/Grey;WhitePT,2820-13592,01101732B5,,,74,HF728,F3H,,juv,Nestling from Box 13 H 2018,feather taken 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/29/2019,Grey/G;PurplePT,,011016BC94,,,71,,F3H,,adult,,no blood; tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,3/29/2019,PurplePT;Y/LB,,011016DD63,,,72,,F3H,,juv,,"no blood; tail feather collected 2019, feather taken Fall 2019",,,,,,,Y,,,,,Y,,,,,,,F5H 09/23,,,,,
H,3/29/2019,PurplePT;Y/Black,,011016EAC1,,,74,,F1H,,adult,,no blood; tail feather collected 2019,,,,,,,Y,,,,,Y,,,,,,,,,,,,
H,3/29/2019,PurplePT;Y/O,,011016BE84,,,71,,F1H,,juv,,no blood; tail feather collected 2019,,,,,,,N,,,,,Y,,,,,,,,,,,,
H,7/1/2019,PurplePT;Y/Grey,,011016E4E3,,,65,H799,BOX B19 H,F,juv,,,,BOX B19 H,,,,,,,,,,,,,,,,,,,,,,
H,7/1/2019,Y/LB;PurplePT,,011016B5C8,,,65,H800,BOX 38-1 H,F,juv,,,,BOX 38-1 H,,,,,,,,,,,,,,,,,,,,,,
H,7/1/2019,Y/Black;PurplePT,,011016BD62,,,65,H801,BOX 22B-2 H,F,,,,,BOX 22B-2 H,,,,,,,,,,,,,,,,,,,,,,
H,7/1/2019,Y/O;PurplePT,,011016D3AB,,,65,H802,BOX 21A H,F,,,,,BOX 21A H,,,,,,,,,,,,,,,,,,,,,,
H,7/6/2019,Y/Grey;PurplePT,,011016C70D,,,70,H809,BOX B32 H,M,,,feather taken 2019 fall,,BOX B32 H,,,,,,,,,,,,,,,,,F0H 09/24,,,,,
H,9/2/2019,PurplePT;LB/Y,,011016A45C,,,73,H817,F4H,,,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/2/2019,S2850-50094/Black;WPT,2850-50094,01101742EF,,,71,H818,F3H,,juv,Nestling from BOX 10 H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,F4H 09/25,,,,,
H,9/20/2019,W/S2850-50067;WPT,2850-50067,0110170406,,,66,,F3H,,juv,Nestling from BOX B19 H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,Y/S2820-13830;WPT,2820-13830,0110171EAB,,,75,,F4H,,adult,Nestling from BOX 18A H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,F4H 09/25,,,,,
H,9/20/2019,PurplePT;Black/Y,,01103F3973,,,71,,F4H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,PurplePT;O/Y,,011016E4E1,,,69,H843,F4H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,F4H 09/27,,,,,
H,9/20/2019,PurplePT;S2540-02007,2540-02007,011016D0C1,,,67,,F4H,,juv,Nestling from BOX 19 L 2019,"feather taken 2019, FROM LOW!!",,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,PurplePT;Grey/Y,,01103F9064,,,,,F4H,,adult,,feather taken 2019 and fall 2019,,,,,,,,,,,,,,,,,,,F4H 10/02,,,,,
H,9/20/2019,LB/Y;PurplePT,,011016AC8F,,,71,,F3H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,F4H 09/25,,,,,
H,9/20/2019,Black/Y;PurplePT,,011016D572,,,71.5,,F3H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,O/Y;PurplePT,,011016B0A5,,,69,,F3H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,G/S2850-50102;WPT,2850-50102,011017113D,,,71,,F4H,,juv,Nestling from BOX 21-1 H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,Grey/Y;PurplePT,,011016B272,,,70.5,,F0H,,adult,,Feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,PurplePT;O/LB,,011016CFBC,,,71.5,,F0H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/20/2019,PurplePT;O/Black,,011016AF70,,,71,,F0H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,PurplePT;O/Grey,,011016BF2F,,,68.5,H819,F2H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,O/LB;PurplePT,,011016EF4A,,,69,H820,F2H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,O/Black;PurplePT,,01103F39F2,,,67.5,H821,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,O/Grey;PurplePT,,011016EAEB,,,75.5,H823,F2H,,,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,LB/S2820-13991;WPT,2820-13991,01101723F3,,,73,H822,F2H,,juv,Nestling from BOX B6 H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,PurplePT;LB/O,,011016D154,,,67,H824,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,PurplePT;Black/O,,011016BD4F,,,71,H825,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,PurplePT;Grey/O,,011016F3EE,,,68,H826,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,LB/O;PurplePT,,011016F551,,,73,H827,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,Black/O;PurplePT,,011016CC48,,,69.5,H828,F1H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,Grey/O;PurplePT,,011016A35C,,,72,H829,F1H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,PurplePT;LB/Black,,011016E0EC,,,71,H830,F1H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,B/S2850-50130;WPT,2850-50130,01101704D2,,,71,H831,F1H,,juv,Nestling from BOX 41 H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,F1H 09/27,,,,,
H,9/23/2019,PurplePT;LB/Grey,,01103F6C0F,,,74,H832,F5H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,LB/Black;PurplePT,,011016C2C4,,,68,H833,F5H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/23/2019,LB/Grey;PurplePT,,01103F399C,,,70.5,H834,F5H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/24/2019,PurplePT;Black/LB,,011016A92C,,,75,H835,F0H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/24/2019,Grey/S2820-13666;WPT,2820-13666,0110172CF6,,,71,H836,F0H,,adult,Nestling from BOX 10 H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/24/2019,PurplePT;Grey/LB,,011016ADC1,,,72,H837,F0H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/25/2019,Black/LB;PurplePT,,011016D163,,,72,H838,F3H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/25/2019,Grey/LB;PurplePT,,0700EDE399,,,69,H839,F4H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/25/2019,PurplePT;Grey/Black,,011017A528,,,71,H840,F4H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,9/25/2019,PurplePT;Black/Grey,,0700EDA039,,,68,H841,F4H,,juv,,,,,,,,,,,,,,,,,,,,,,,,,,
H,9/25/2019,O/S2820-13589;WPT,2820-13589,0110174182,,,69.5,H842,F4H,,adult,Nestling from BOX 13 H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,Grey/Black;PurplePT,,011017A318,,,,,F1H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,Black/Grey;PurplePT,,011017A4CC,,,66,,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W,,0700EE1EDA,,,67,,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/R,,0700ED902C,,,76,,F2H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/O,,011017A0B6,,,72,,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/Blue,,01101797D6,,,73.5,,F2H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/LB,,0700EE3EBF,,,71,,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/G,,0700EE0EA8,,,70,,F2H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/Black,,0700EE1892,,,71,,F1H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,PurplePT;W/Grey,,011017A1AA,,,75,,F2H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/1/2019,S2820-13540/Y;BPT,2820-13540,0700EE084F,,,71,,F2H,,adult,Nestling from BOX B9 H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,S2820-13876/O;BPT,2820-13876,0700EDD4F2,,,69,H844,F4H,,adult,Nestling from BOX 26 H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,PurplePT;W/W,,0700EDBE06,,,68,H845,F4H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,S2850-50120/G;BPT,2850-50120,0700EE06DC,,,66,H846,F4H,,juv,Nestling from BOX 6A H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W;PurplePT,,0700EDC331,,,70,H847,F3H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,S2820-13694/LB;BPT,2820-13694,0700EDFDEB,,,71,H848,F3H,,adult,Nestling from BOX 43-2 H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/R;PurplePT,,0700EE2DB0,,,68,H849,F3H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/O;PurplePT,,0700EDA30F,,,71.5,H850,F5H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/Blue;PurplePT,,01101795DD,,,71,H851,F5H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,S2820-13773/B;BPT,2820-13773,0700EDF0D5,,,73,H852,F4H,,adult,Nestling from BOX 12A H 2018,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/LB;PurplePT,,0700EDA581,,,74,H853,F4H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/G;PurplePT,,0700EE02EC,,,70,H854,F3H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/Black;PurplePT,,0700ED8963,,,68,H855,F5H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/Grey;PurplePT,,0110179C0E,,,67,H856,F5H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,S2820-50140/Grey;BPT,2820-50140,0700EDC37C,,,71,H857,F4H,,juv,,"feather taken 2019, SILVER NOT in DATABASE",,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,S2850-50092/Black;BPT,2850-50092,0700EDC450,,,69.5,H858,F5H,,juv,Nestling from BOX 10 H 2019,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/2/2019,W/W;PurplePT,,0700EDFEC7,,,69,H859,F5H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/4/2019,PurplePT;R/W,,0700ED8D1B,,,71,H860,F0H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/4/2019,PurplePT;O/W,,0700ED9EB0,,,72,H861,F0H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/4/2019,PurplePT;Blue/W,,0110179B6B,,,71,H862,F0H,,juv,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
H,10/4/2019,PurplePT;LB/W,,0700ED8B4F,,,69,H863,F0H,,adult,,feather taken 2019,,,,,,,,,,,,,,,,,,,,,,,,
L,8/22/2014,BLACKPT;_,,0300023F00,,12.3,74,L3,F8L,M,adult,,DIED IN NET FALL 2015 adult; molting primaries; secondaries,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,Y - 8/31/15 at F9L,Y - F8L 11/10/14
L,8/22/2014,BLUEPT;_,,030003BC76,,12.31,75.5,L1,F2L,M,adult,,adult m; molting secondaries,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,8/22/2014,_;BLUEPT,,0700EE04B3,0700ED8A10,11.2,69,L2; L295,F4L,F,adult,,molting outer tail; secondaries; OLD PIT TAG: 0700EE04B3,,BOX 28 L,BOX 28 L; second clutch BOX 29-1 L,BOX 28 L,BOX 28 L,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y-LEAR 3,,,,,,Y - 9/4 at F3L,
L,8/22/2014,_;BLACKPT,,0700EE182E,,14.32,72,L4,F8L,F,adult,,KILLED LATE 2015 AT LEAR3 VVP molting secondaries,,,,,,BOX 61 L,N,N,N,N,N,N,N,N,Y,Y,,,,,,,,Y - F8L 10/29/14; F9L 11/19/14; F8L 12/26/14 
L,8/27/2014,BLACKPT;S2540-39287,2540-39287,0700EDF91A,,11.77,70.5,L7; L293; L327,F5L,M,adult,formerly S; banded 6/23/2013 as chick; from boxes near F7L,,,,BOX 39-2 L,BOX 39-2 L,,,N,N,N,Y,N,N,N,N,Y,N,Y-LEAR 8,,,,,,Y - 9/4 at F2L; 9/18,
L,8/27/2014,BLUEPT;Blue,,0700EDB710,,12.4,73,L11,F7L,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
L,8/27/2014,BLUEPT;LB,,0700ED9F89,,12.65,73,L12,F7L,M,,,,,,,,,BOX 48 L,N,N,N,N,N,N,N,N,Y,Y,,,,,,,,
L,8/27/2014,BLUEPT;G,,0700EE28DD,,12.04,73.5,L13,F8L,M,adult,,molting secondaries,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,Y - F8L 10/29/14; F7L 11/10/14
